track_title,track_n,lyric,line,section,album_name
Bye Bye Baby (Taylor's Version) (From The Vault),26,"Oh, you took me home, I thought you were gonna keep me",43,6,Fearless
Bye Bye Baby (Taylor's Version) (From The Vault),26,"Bye, bye, baby",44,6,Fearless
Bye Bye Baby (Taylor's Version) (From The Vault),26,"Bye, bye, baby",45,6,Fearless
State of Grace (Taylor's Version),1,I'm walking fast through the traffic lights,1,1,Red
State of Grace (Taylor's Version),1,Busy streets and busy lives,2,1,Red
State of Grace (Taylor's Version),1,And all we know,3,1,Red
State of Grace (Taylor's Version),1,Is touch and go,4,1,Red
State of Grace (Taylor's Version),1,We are alone with our changing minds,5,1,Red
State of Grace (Taylor's Version),1,We fall in love 'til it hurts or bleeds,6,1,Red
State of Grace (Taylor's Version),1,Or fades in time,7,1,Red
State of Grace (Taylor's Version),1,And I never,8,2,Red
State of Grace (Taylor's Version),1,(Never),9,2,Red
State of Grace (Taylor's Version),1,Saw you coming,10,2,Red
State of Grace (Taylor's Version),1,And I'll never,11,2,Red
State of Grace (Taylor's Version),1,(Never),12,2,Red
State of Grace (Taylor's Version),1,Be the same,13,2,Red
State of Grace (Taylor's Version),1,You come around and the armor falls,14,3,Red
State of Grace (Taylor's Version),1,Pierce the room like a cannon ball,15,3,Red
State of Grace (Taylor's Version),1,Now all we know,16,3,Red
State of Grace (Taylor's Version),1,Is don't let go,17,3,Red
State of Grace (Taylor's Version),1,"We are alone, just you and me",18,3,Red
State of Grace (Taylor's Version),1,Up in your room and our slates are clean,19,3,Red
State of Grace (Taylor's Version),1,Just twin fire signs,20,3,Red
State of Grace (Taylor's Version),1,Four blue eyes,21,3,Red
State of Grace (Taylor's Version),1,So you were never a saint,22,4,Red
State of Grace (Taylor's Version),1,And I loved in shades of wrong,23,4,Red
State of Grace (Taylor's Version),1,We learn to live with the pain,24,4,Red
State of Grace (Taylor's Version),1,Mosaic broken hearts,25,4,Red
State of Grace (Taylor's Version),1,But this love is great and wild,26,4,Red
State of Grace (Taylor's Version),1,"And I never (oh-oh, oh-oh, ouh-ooh)",27,5,Red
State of Grace (Taylor's Version),1,(Never),28,5,Red
State of Grace (Taylor's Version),1,"Saw you coming (oh-oh, oh-oh, ouh-ooh)",29,5,Red
State of Grace (Taylor's Version),1,"(Oh-oh, oh-oh, ouh-ooh)",30,5,Red
State of Grace (Taylor's Version),1,"(Oh-oh, oh-oh, ouh-ooh)",31,5,Red
State of Grace (Taylor's Version),1,"And I'll never (oh-oh, oh-oh, ouh-ooh)",32,5,Red
State of Grace (Taylor's Version),1,(Never),33,5,Red
State of Grace (Taylor's Version),1,Be the same,34,5,Red
State of Grace (Taylor's Version),1,This is a state of grace,35,6,Red
State of Grace (Taylor's Version),1,This is the worth while fight,36,6,Red
State of Grace (Taylor's Version),1,Love is a ruthless game,37,6,Red
State of Grace (Taylor's Version),1,Unless you play it good and right,38,6,Red
State of Grace (Taylor's Version),1,These are the hands of fate,39,6,Red
State of Grace (Taylor's Version),1,You're my Achilles heel,40,6,Red
State of Grace (Taylor's Version),1,This is the golden age of something good,41,6,Red
State of Grace (Taylor's Version),1,And right and real,42,6,Red
State of Grace (Taylor's Version),1,And I never,43,7,Red
State of Grace (Taylor's Version),1,(Never),44,7,Red
State of Grace (Taylor's Version),1,Saw you coming,45,7,Red
State of Grace (Taylor's Version),1,And I'll never,46,7,Red
State of Grace (Taylor's Version),1,Be the same,47,7,Red
State of Grace (Taylor's Version),1,"Yeah, oh-oh",48,7,Red
State of Grace (Taylor's Version),1,"And I never (oh-oh, oh-oh, ouh-ooh)",49,8,Red
State of Grace (Taylor's Version),1,(Never),50,8,Red
State of Grace (Taylor's Version),1,"Saw you coming (oh-oh, oh-oh, ouh-ooh)",51,8,Red
State of Grace (Taylor's Version),1,"(Oh-oh, oh-oh, ouh-ooh)",52,8,Red
State of Grace (Taylor's Version),1,"(Oh-oh, oh-oh, ouh-ooh)",53,8,Red
State of Grace (Taylor's Version),1,"And I'll never (oh-oh, oh-oh, ouh-ooh)",54,8,Red
State of Grace (Taylor's Version),1,(So you were never a saint),55,8,Red
State of Grace (Taylor's Version),1,(And I loved in shades of wrong),56,8,Red
State of Grace (Taylor's Version),1,Be the same (we learn to live with the pain),57,8,Red
State of Grace (Taylor's Version),1,(Mosaic broken hearts),58,8,Red
State of Grace (Taylor's Version),1,(But this love is great and wild),59,8,Red
State of Grace (Taylor's Version),1,This is a state of grace,60,9,Red
State of Grace (Taylor's Version),1,This is the worth while fight,61,9,Red
State of Grace (Taylor's Version),1,Love is a ruthless game,62,9,Red
State of Grace (Taylor's Version),1,Unless you play it good and right,63,9,Red
Red (Taylor's Version),2,Loving him is like,1,1,Red
Red (Taylor's Version),2,Driving a new Maserati down a dead-end street,2,1,Red
Red (Taylor's Version),2,Faster than the wind,3,1,Red
Red (Taylor's Version),2,Passionate as sin,4,1,Red
Red (Taylor's Version),2,Ending so suddenly,5,1,Red
Red (Taylor's Version),2,Loving him is like,6,1,Red
Red (Taylor's Version),2,Trying to change your mind once you're already flying through the free fall,7,1,Red
Red (Taylor's Version),2,"Like the colors in autumn, so bright",8,1,Red
Red (Taylor's Version),2,Just before they lose it all,9,1,Red
Red (Taylor's Version),2,Losing him was blue like I'd never known,10,2,Red
Red (Taylor's Version),2,"Missing him was dark grey, all alone",11,2,Red
Red (Taylor's Version),2,Forgetting him was like trying to know somebody you never met,12,2,Red
Red (Taylor's Version),2,"But loving him was red (re-e-e-ed, re-e-e-ed)",13,2,Red
Red (Taylor's Version),2,"(Re-e-e-ed, re-e-e-ed)",14,2,Red
Red (Taylor's Version),2,"Loving him was red (re-e-e-ed, re-e-e-ed)",15,2,Red
Red (Taylor's Version),2,"(Re-e-e-ed, re-e-e-ed)",16,2,Red
Red (Taylor's Version),2,Touching him was like,17,3,Red
Red (Taylor's Version),2,Realizing all you ever wanted was right there in front of you,18,3,Red
Red (Taylor's Version),2,Memorizing him was as,19,3,Red
Red (Taylor's Version),2,Easy as knowing all the words to your old favorite song,20,3,Red
Red (Taylor's Version),2,Fighting with him was like,21,3,Red
Red (Taylor's Version),2,Trying to solve a crossword and realizing there's no right answer,22,3,Red
Red (Taylor's Version),2,Regretting him was like,23,3,Red
Red (Taylor's Version),2,Wishing you never found out that love could be that strong,24,3,Red
Red (Taylor's Version),2,Losing him was blue like I'd never known,25,4,Red
Red (Taylor's Version),2,"Missing him was dark grey, all alone",26,4,Red
Red (Taylor's Version),2,Forgetting him was like trying to know somebody you never met,27,4,Red
Red (Taylor's Version),2,"But loving him was red (re-e-e-ed, re-e-e-ed)",28,4,Red
Red (Taylor's Version),2,"Oh, red (re-e-e-ed, re-e-e-ed)",29,4,Red
Red (Taylor's Version),2,"Burning red (re-e-e-ed, re-e-e-ed)",30,4,Red
Red (Taylor's Version),2,"(Re-e-e-ed, re-e-e-ed)",31,4,Red
Red (Taylor's Version),2,Remembering him comes in flashbacks,32,5,Red
Red (Taylor's Version),2,And echoes,33,5,Red
Red (Taylor's Version),2,Tell myself it's time now,34,5,Red
Red (Taylor's Version),2,Gotta let go,35,5,Red
Red (Taylor's Version),2,But moving on from him is impossible,36,5,Red
Red (Taylor's Version),2,When I still see it all in my head,37,5,Red
Red (Taylor's Version),2,In burning red,38,5,Red
Red (Taylor's Version),2,Burning it was red,39,5,Red
Red (Taylor's Version),2,"Oh, losing him was blue like I'd never known",40,6,Red
Red (Taylor's Version),2,"Missing him was dark grey, all alone",41,6,Red
Red (Taylor's Version),2,Forgetting him was like trying to know somebody you never met,42,6,Red
Red (Taylor's Version),2,"'Cause loving him was red (re-e-e-ed, re-e-e-ed)",43,6,Red
Red (Taylor's Version),2,"Yeah, yeah, red (re-e-e-ed, re-e-e-ed)",44,6,Red
Red (Taylor's Version),2,"Oh, burning red (re-e-e-ed, re-e-e-ed)",45,6,Red
Red (Taylor's Version),2,"(Re-e-e-ed, re-e-e-ed)",46,6,Red
Red (Taylor's Version),2,"And that's why he's spinning 'round in my head (re-e-e-ed, re-e-e-ed)",47,7,Red
Red (Taylor's Version),2,"Comes back to me, burning red (re-e-e-ed, re-e-e-ed)",48,7,Red
Red (Taylor's Version),2,"Yeah, yeah (re-e-e-ed, re-e-e-ed)",49,7,Red
Red (Taylor's Version),2,His love was like,50,7,Red
Red (Taylor's Version),2,Driving a new Maserati down a dead-end street,51,7,Red
Treacherous (Taylor's Version),3,Put your lips close to mine,1,1,Red
Treacherous (Taylor's Version),3,As long as they don't touch,2,1,Red
Treacherous (Taylor's Version),3,"Out of focus, eye to eye",3,1,Red
Treacherous (Taylor's Version),3,'Til the gravity's too much,4,1,Red
Treacherous (Taylor's Version),3,And I'll do anything you say,5,1,Red
Treacherous (Taylor's Version),3,If you say it with your hands,6,1,Red
Treacherous (Taylor's Version),3,And I'd be smart to walk away,7,1,Red
Treacherous (Taylor's Version),3,But you're quicksand,8,1,Red
Treacherous (Taylor's Version),3,This slope is treacherous,9,2,Red
Treacherous (Taylor's Version),3,This path is reckless,10,2,Red
Treacherous (Taylor's Version),3,This slope is treacherous,11,2,Red
Treacherous (Taylor's Version),3,"And I, I, I like it",12,2,Red
Treacherous (Taylor's Version),3,I can't decide if it's a choice,13,3,Red
Treacherous (Taylor's Version),3,Getting swept away,14,3,Red
Treacherous (Taylor's Version),3,I hear the sound of my own voice,15,3,Red
Treacherous (Taylor's Version),3,Asking you to stay,16,3,Red
Treacherous (Taylor's Version),3,And all we are is skin and bone,17,3,Red
Treacherous (Taylor's Version),3,Trained to get along,18,3,Red
Treacherous (Taylor's Version),3,Forever going with the flow,19,3,Red
Treacherous (Taylor's Version),3,But you're friction,20,3,Red
Treacherous (Taylor's Version),3,This slope is treacherous,21,4,Red
Treacherous (Taylor's Version),3,This path is reckless,22,4,Red
Treacherous (Taylor's Version),3,This slope is treacherous,23,4,Red
Treacherous (Taylor's Version),3,"I, I, I like it",24,4,Red
Treacherous (Taylor's Version),3,Two headlights shine through the sleepless night,25,5,Red
Treacherous (Taylor's Version),3,"And I will get you, and get you alone",26,5,Red
Treacherous (Taylor's Version),3,Your name has echoed through my mind,27,5,Red
Treacherous (Taylor's Version),3,"And I just think you should, think you should know",28,5,Red
Treacherous (Taylor's Version),3,That nothing safe is worth the drive,29,5,Red
Treacherous (Taylor's Version),3,"And I would follow you, follow you home",30,5,Red
Treacherous (Taylor's Version),3,"I'll follow you, follow you home",31,5,Red
Treacherous (Taylor's Version),3,This hope is treacherous,32,6,Red
Treacherous (Taylor's Version),3,This daydream is dangerous,33,6,Red
Treacherous (Taylor's Version),3,This hope is treacherous,34,6,Red
Treacherous (Taylor's Version),3,"I, I, I",35,6,Red
Treacherous (Taylor's Version),3,"I, I, I",36,6,Red
Treacherous (Taylor's Version),3,"I, I, I",37,6,Red
Treacherous (Taylor's Version),3,Two headlights shine through the sleepless night,38,7,Red
Treacherous (Taylor's Version),3,"And I will get you, and get you alone",39,7,Red
Treacherous (Taylor's Version),3,Your name has echoed through my mind,40,7,Red
Treacherous (Taylor's Version),3,"And I just think you should, think you should know",41,7,Red
Treacherous (Taylor's Version),3,That nothing safe is worth the drive,42,7,Red
Treacherous (Taylor's Version),3,"And I will follow you, follow you home",43,7,Red
Treacherous (Taylor's Version),3,"I'll follow you, follow you home",44,7,Red
Treacherous (Taylor's Version),3,"I'll follow you, follow you home",45,7,Red
Treacherous (Taylor's Version),3,"I'll follow you, follow you home",46,7,Red
Treacherous (Taylor's Version),3,This slope is treacherous,47,8,Red
Treacherous (Taylor's Version),3,"I, I, I like it",48,8,Red
I Knew You Were Trouble. (Taylor's Version),4,Once upon a time,1,1,Red
I Knew You Were Trouble. (Taylor's Version),4,A few mistakes ago,2,1,Red
I Knew You Were Trouble. (Taylor's Version),4,I was in your sights,3,1,Red
I Knew You Were Trouble. (Taylor's Version),4,You got me alone,4,1,Red
I Knew You Were Trouble. (Taylor's Version),4,You found me,5,1,Red
I Knew You Were Trouble. (Taylor's Version),4,You found me,6,1,Red
I Knew You Were Trouble. (Taylor's Version),4,You found me,7,1,Red
I Knew You Were Trouble. (Taylor's Version),4,I guess you didn't care,8,1,Red
I Knew You Were Trouble. (Taylor's Version),4,And I guess I liked that,9,1,Red
I Knew You Were Trouble. (Taylor's Version),4,And when I fell hard,10,1,Red
I Knew You Were Trouble. (Taylor's Version),4,You took a step back,11,1,Red
I Knew You Were Trouble. (Taylor's Version),4,Without me,12,1,Red
I Knew You Were Trouble. (Taylor's Version),4,Without me,13,1,Red
I Knew You Were Trouble. (Taylor's Version),4,Without me,14,1,Red
I Knew You Were Trouble. (Taylor's Version),4,And he's long gone,15,2,Red
I Knew You Were Trouble. (Taylor's Version),4,When he's next to me,16,2,Red
I Knew You Were Trouble. (Taylor's Version),4,And I realize,17,2,Red
I Knew You Were Trouble. (Taylor's Version),4,The blame is on me,18,2,Red
I Knew You Were Trouble. (Taylor's Version),4,'Cause I knew you were trouble when you walked in,19,3,Red
I Knew You Were Trouble. (Taylor's Version),4,So shame on me now,20,3,Red
I Knew You Were Trouble. (Taylor's Version),4,Flew me to places I'd never been,21,3,Red
I Knew You Were Trouble. (Taylor's Version),4,"'Til you put me down, oh",22,3,Red
I Knew You Were Trouble. (Taylor's Version),4,I knew you were trouble when you walked in,23,3,Red
I Knew You Were Trouble. (Taylor's Version),4,"So, shame on me now",24,3,Red
I Knew You Were Trouble. (Taylor's Version),4,Flew me to places I'd never been,25,3,Red
I Knew You Were Trouble. (Taylor's Version),4,Now I'm lyin' on the cold hard ground,26,3,Red
I Knew You Were Trouble. (Taylor's Version),4,"Oh, oh",27,3,Red
I Knew You Were Trouble. (Taylor's Version),4,"Trouble, trouble, trouble",28,3,Red
I Knew You Were Trouble. (Taylor's Version),4,"Oh, oh",29,3,Red
I Knew You Were Trouble. (Taylor's Version),4,"Trouble, trouble, trouble",30,3,Red
I Knew You Were Trouble. (Taylor's Version),4,No apologies,31,4,Red
I Knew You Were Trouble. (Taylor's Version),4,He'll never see you cry,32,4,Red
I Knew You Were Trouble. (Taylor's Version),4,Pretends he doesn't know,33,4,Red
I Knew You Were Trouble. (Taylor's Version),4,That he's the reason why,34,4,Red
I Knew You Were Trouble. (Taylor's Version),4,You're drowning,35,4,Red
I Knew You Were Trouble. (Taylor's Version),4,You're drowning,36,4,Red
I Knew You Were Trouble. (Taylor's Version),4,You're drowning,37,4,Red
I Knew You Were Trouble. (Taylor's Version),4,And I heard you moved on,38,4,Red
I Knew You Were Trouble. (Taylor's Version),4,From whispers on the street,39,4,Red
I Knew You Were Trouble. (Taylor's Version),4,A new notch in your belt,40,4,Red
I Knew You Were Trouble. (Taylor's Version),4,Is all I'll ever be,41,4,Red
I Knew You Were Trouble. (Taylor's Version),4,And now I see,42,4,Red
I Knew You Were Trouble. (Taylor's Version),4,Now I see,43,4,Red
I Knew You Were Trouble. (Taylor's Version),4,Now I see,44,4,Red
I Knew You Were Trouble. (Taylor's Version),4,He was long gone,45,5,Red
I Knew You Were Trouble. (Taylor's Version),4,When he met me,46,5,Red
I Knew You Were Trouble. (Taylor's Version),4,And I realize,47,5,Red
I Knew You Were Trouble. (Taylor's Version),4,"The joke is on me, hey",48,5,Red
I Knew You Were Trouble. (Taylor's Version),4,I knew you were trouble when you walked in (oh),49,6,Red
I Knew You Were Trouble. (Taylor's Version),4,So shame on me now,50,6,Red
I Knew You Were Trouble. (Taylor's Version),4,Flew me to places I'd never been,51,6,Red
I Knew You Were Trouble. (Taylor's Version),4,"'Til you put me down, oh",52,6,Red
I Knew You Were Trouble. (Taylor's Version),4,I knew you were trouble when you walked in,53,6,Red
I Knew You Were Trouble. (Taylor's Version),4,So shame on me now,54,6,Red
I Knew You Were Trouble. (Taylor's Version),4,"Flew me to places I'd never been, yeah",55,6,Red
I Knew You Were Trouble. (Taylor's Version),4,Now I'm lyin' on the cold hard ground,56,6,Red
I Knew You Were Trouble. (Taylor's Version),4,"Oh, oh (yeah)",57,6,Red
I Knew You Were Trouble. (Taylor's Version),4,"Trouble, trouble, trouble",58,6,Red
I Knew You Were Trouble. (Taylor's Version),4,"Oh, oh",59,6,Red
I Knew You Were Trouble. (Taylor's Version),4,"Trouble, trouble, trouble",60,6,Red
I Knew You Were Trouble. (Taylor's Version),4,And the saddest fear,61,7,Red
I Knew You Were Trouble. (Taylor's Version),4,Comes creepin' in,62,7,Red
I Knew You Were Trouble. (Taylor's Version),4,That you never loved me,63,7,Red
I Knew You Were Trouble. (Taylor's Version),4,Or her,64,7,Red
I Knew You Were Trouble. (Taylor's Version),4,Or anyone,65,7,Red
I Knew You Were Trouble. (Taylor's Version),4,Or anything,66,7,Red
I Knew You Were Trouble. (Taylor's Version),4,Yeah,67,7,Red
I Knew You Were Trouble. (Taylor's Version),4,I knew you were trouble when you walked in,68,8,Red
I Knew You Were Trouble. (Taylor's Version),4,So shame on me now,69,8,Red
I Knew You Were Trouble. (Taylor's Version),4,Flew me to places I'd never been (never been),70,8,Red
I Knew You Were Trouble. (Taylor's Version),4,"'Til you put me down, oh",71,8,Red
I Knew You Were Trouble. (Taylor's Version),4,I knew you were trouble when you walked in (knew it right there),72,8,Red
I Knew You Were Trouble. (Taylor's Version),4,So shame on me now (knew it right there),73,8,Red
I Knew You Were Trouble. (Taylor's Version),4,Flew me to places I'd never been,74,8,Red
I Knew You Were Trouble. (Taylor's Version),4,(Ooh) now I'm lyin' on the cold hard ground,75,8,Red
I Knew You Were Trouble. (Taylor's Version),4,"Oh, oh",76,8,Red
I Knew You Were Trouble. (Taylor's Version),4,"Trouble, trouble, trouble (oh)",77,8,Red
I Knew You Were Trouble. (Taylor's Version),4,"Oh, oh",78,8,Red
I Knew You Were Trouble. (Taylor's Version),4,"Trouble, trouble, trouble",79,8,Red
I Knew You Were Trouble. (Taylor's Version),4,I knew you were trouble when you walked in,80,8,Red
I Knew You Were Trouble. (Taylor's Version),4,"Trouble, trouble, trouble",81,8,Red
I Knew You Were Trouble. (Taylor's Version),4,I knew you were trouble when you walked in,82,8,Red
I Knew You Were Trouble. (Taylor's Version),4,"Trouble, trouble, trouble",83,8,Red
All Too Well (Taylor's Version),5,"I walked through the door with you, the air was cold",1,1,Red
All Too Well (Taylor's Version),5,But something 'bout it felt like home somehow and I,2,1,Red
All Too Well (Taylor's Version),5,Left my scarf there at your sister's house,3,1,Red
All Too Well (Taylor's Version),5,And you still got it in your drawer even now,4,1,Red
All Too Well (Taylor's Version),5,"Oh, your sweet disposition and my wide-eyed gaze",5,2,Red
All Too Well (Taylor's Version),5,"We're singing in the car, getting lost upstate",6,2,Red
All Too Well (Taylor's Version),5,Autumn leaves falling down like pieces into place,7,2,Red
All Too Well (Taylor's Version),5,And I can picture it after all these days,8,2,Red
All Too Well (Taylor's Version),5,And I know it's long gone and,9,3,Red
All Too Well (Taylor's Version),5,That magic's not here no more,10,3,Red
All Too Well (Taylor's Version),5,And I might be okay,11,3,Red
All Too Well (Taylor's Version),5,But I'm not fine at all,12,3,Red
All Too Well (Taylor's Version),5,"Oh, oh, oh",13,3,Red
All Too Well (Taylor's Version),5,'Cause there we are again on that little town street,14,4,Red
All Too Well (Taylor's Version),5,You almost ran the red 'cause you were looking over me,15,4,Red
All Too Well (Taylor's Version),5,"Wind in my hair, I was there, I remember it all too well",16,4,Red
All Too Well (Taylor's Version),5,"Photo album on the counter, your cheeks were turning red",17,5,Red
All Too Well (Taylor's Version),5,You used to be a little kid with glasses in a twin-size bed,18,5,Red
All Too Well (Taylor's Version),5,And your mother's telling stories 'bout you on a tee ball team,19,5,Red
All Too Well (Taylor's Version),5,"You tell me 'bout your past, thinking your future was me",20,5,Red
All Too Well (Taylor's Version),5,And I know it's long gone and,21,6,Red
All Too Well (Taylor's Version),5,There was nothing else I could do,22,6,Red
All Too Well (Taylor's Version),5,And I forget about you long enough,23,6,Red
All Too Well (Taylor's Version),5,To forget why I needed to,24,6,Red
All Too Well (Taylor's Version),5,'Cause there we are again in the middle of the night,25,7,Red
All Too Well (Taylor's Version),5,We dance around the kitchen in the refrigerator light,26,7,Red
All Too Well (Taylor's Version),5,"Down the stairs, I was there, I remember it all too well, yeah",27,7,Red
All Too Well (Taylor's Version),5,"Maybe we got lost in translation, maybe I asked for too much",28,8,Red
All Too Well (Taylor's Version),5,But maybe this thing was a masterpiece 'til you tore it all up,29,8,Red
All Too Well (Taylor's Version),5,"Running scared, I was there, I remember it all too well",30,8,Red
All Too Well (Taylor's Version),5,"Hey, you call me up again just to break me like a promise",31,9,Red
All Too Well (Taylor's Version),5,So casually cruel in the name of being honest,32,9,Red
All Too Well (Taylor's Version),5,I'm a crumpled up piece of paper lying here,33,9,Red
All Too Well (Taylor's Version),5,"'Cause I remember it all, all, all too well",34,9,Red
All Too Well (Taylor's Version),5,"Time won't fly, it's like I'm paralyzed by it",35,10,Red
All Too Well (Taylor's Version),5,"I'd like to be my old self again, but I'm still trying to find it",36,10,Red
All Too Well (Taylor's Version),5,After plaid shirt days and nights when you made me your own,37,10,Red
All Too Well (Taylor's Version),5,Now you mail back my things and I walk home alone,38,10,Red
All Too Well (Taylor's Version),5,But you keep my old scarf from that very first week,39,11,Red
All Too Well (Taylor's Version),5,'Cause it reminds you of innocence and it smells like me,40,11,Red
All Too Well (Taylor's Version),5,"You can't get rid of it, 'cause you remember it all too well, yeah",41,11,Red
All Too Well (Taylor's Version),5,"'Cause there we are again, when I loved you so",42,12,Red
All Too Well (Taylor's Version),5,Back before you lost the one real thing you've ever known,43,12,Red
All Too Well (Taylor's Version),5,"It was rare, I was there, I remember it all too well",44,12,Red
All Too Well (Taylor's Version),5,"Wind in my hair, you were there, you remember it all",45,13,Red
All Too Well (Taylor's Version),5,"Down the stairs, you were there, you remember it all",46,13,Red
All Too Well (Taylor's Version),5,"It was rare, I was there, I remember it all too well",47,13,Red
22 (Taylor's Version),6,It feels like a perfect night to dress up like hipsters,1,1,Red
22 (Taylor's Version),6,And make fun of our exes,2,1,Red
22 (Taylor's Version),6,"Uh-uh, uh-uh",3,1,Red
22 (Taylor's Version),6,It feels like a perfect night for breakfast at midnight,4,1,Red
22 (Taylor's Version),6,To fall in love with strangers,5,1,Red
22 (Taylor's Version),6,"Uh-uh, uh-uh",6,1,Red
22 (Taylor's Version),6,Yeah,7,2,Red
22 (Taylor's Version),6,"We're happy, free, confused and lonely at the same time",8,2,Red
22 (Taylor's Version),6,"It's miserable and magical, oh yeah",9,2,Red
22 (Taylor's Version),6,Tonight's the night when we forget about the deadlines,10,2,Red
22 (Taylor's Version),6,It's time,11,2,Red
22 (Taylor's Version),6,Uh-oh,12,2,Red
22 (Taylor's Version),6,I don't know about you,13,3,Red
22 (Taylor's Version),6,But I'm feeling twenty-two,14,3,Red
22 (Taylor's Version),6,"Everything will be alright, if",15,3,Red
22 (Taylor's Version),6,You keep me next to you,16,3,Red
22 (Taylor's Version),6,You don't know about me,17,3,Red
22 (Taylor's Version),6,But I bet you want to,18,3,Red
22 (Taylor's Version),6,"Everything will be alright, if",19,3,Red
22 (Taylor's Version),6,"We just keep dancing like we're twenty-two, twenty-two",20,3,Red
22 (Taylor's Version),6,It seems like one of those nights,21,4,Red
22 (Taylor's Version),6,This place is too crowded,22,4,Red
22 (Taylor's Version),6,"Too many cool kids (""Who ist Taylor Swift anyway? Ew"")",23,4,Red
22 (Taylor's Version),6,"Uh-uh, uh-uh",24,4,Red
22 (Taylor's Version),6,It seems like one of those nights,25,4,Red
22 (Taylor's Version),6,We ditch the whole scene,26,4,Red
22 (Taylor's Version),6,And end up dreamin',27,4,Red
22 (Taylor's Version),6,Instead of sleeping,28,4,Red
22 (Taylor's Version),6,Yeah,29,5,Red
22 (Taylor's Version),6,"We're happy, free, confused and lonely in the best way",30,5,Red
22 (Taylor's Version),6,"It's miserable and magical, oh yeah",31,5,Red
22 (Taylor's Version),6,"Tonight's the night, when we forget about the heartbreaks",32,5,Red
22 (Taylor's Version),6,It's time,33,5,Red
22 (Taylor's Version),6,Uh-oh,34,5,Red
22 (Taylor's Version),6,(Hey) I don't know about you,35,6,Red
22 (Taylor's Version),6,But I'm feeling twenty-two,36,6,Red
22 (Taylor's Version),6,Everything will be alright if (uh-uh-uh),37,6,Red
22 (Taylor's Version),6,You keep me next to you,38,6,Red
22 (Taylor's Version),6,You don't know about me,39,6,Red
22 (Taylor's Version),6,But I bet you want to,40,6,Red
22 (Taylor's Version),6,Everything will be alright if,41,6,Red
22 (Taylor's Version),6,We just keep dancing like we're twenty-two,42,6,Red
22 (Taylor's Version),6,"(Uh, ah-ah-ah uh) twenty-two",43,6,Red
22 (Taylor's Version),6,I don't know about you,44,6,Red
22 (Taylor's Version),6,twenty-two,45,6,Red
22 (Taylor's Version),6,twenty-two,46,6,Red
22 (Taylor's Version),6,It feels like one of those nights,47,7,Red
22 (Taylor's Version),6,We ditch the whole scene,48,7,Red
22 (Taylor's Version),6,It feels like one of those nights,49,7,Red
22 (Taylor's Version),6,We won't be sleeping,50,7,Red
22 (Taylor's Version),6,It feels like one of those nights,51,7,Red
22 (Taylor's Version),6,You look like bad news,52,7,Red
22 (Taylor's Version),6,I gotta have you,53,7,Red
22 (Taylor's Version),6,I gotta have you,54,7,Red
22 (Taylor's Version),6,"Uh-uh, uh-uh, yeah, yeah, yeah, yeah, yeah",55,7,Red
22 (Taylor's Version),6,I don't know about you (I don't know about you),56,8,Red
22 (Taylor's Version),6,But I'm feeling twenty-two,57,8,Red
22 (Taylor's Version),6,"Everything will be alright, if (uuh)",58,8,Red
22 (Taylor's Version),6,You keep me next to you,59,8,Red
22 (Taylor's Version),6,You don't know about me (you don't know about me),60,8,Red
22 (Taylor's Version),6,But I bet you want to,61,8,Red
22 (Taylor's Version),6,"Everything will be alright, if",62,8,Red
22 (Taylor's Version),6,We just keep dancing like we're twenty-two,63,8,Red
22 (Taylor's Version),6,"Uh-oh, oh, oh twenty-two",64,8,Red
22 (Taylor's Version),6,(Dancing like) twenty-two,65,8,Red
22 (Taylor's Version),6,"Yeah, yeah, twenty-two, yeah, yeah",66,8,Red
22 (Taylor's Version),6,It feels like one of those nights,67,9,Red
22 (Taylor's Version),6,We ditch the whole scene,68,9,Red
22 (Taylor's Version),6,It feels like one of those nights,69,9,Red
22 (Taylor's Version),6,We won't be sleeping,70,9,Red
22 (Taylor's Version),6,It feels like one of those nights,71,9,Red
22 (Taylor's Version),6,You look like bad news,72,9,Red
22 (Taylor's Version),6,I gotta have you,73,9,Red
22 (Taylor's Version),6,I gotta have you,74,9,Red
I Almost Do (Taylor's Version),7,I bet,1,1,Red
I Almost Do (Taylor's Version),7,This time of night you're still up,2,1,Red
I Almost Do (Taylor's Version),7,I bet,3,1,Red
I Almost Do (Taylor's Version),7,You're tired from a long hard week,4,1,Red
I Almost Do (Taylor's Version),7,I bet,5,1,Red
I Almost Do (Taylor's Version),7,You're sittin' in your chair by the window,6,1,Red
I Almost Do (Taylor's Version),7,Looking out at the city,7,1,Red
I Almost Do (Taylor's Version),7,And I bet,8,1,Red
I Almost Do (Taylor's Version),7,Sometimes you wonder 'bout me,9,1,Red
I Almost Do (Taylor's Version),7,And I just wanna tell you,10,2,Red
I Almost Do (Taylor's Version),7,It takes everything in me not to call you,11,2,Red
I Almost Do (Taylor's Version),7,And I wish I could run to you,12,2,Red
I Almost Do (Taylor's Version),7,And I hope you know that every time I don't,13,2,Red
I Almost Do (Taylor's Version),7,I almost do,14,2,Red
I Almost Do (Taylor's Version),7,I almost do,15,2,Red
I Almost Do (Taylor's Version),7,I bet,16,3,Red
I Almost Do (Taylor's Version),7,You think I either moved on or hate you,17,3,Red
I Almost Do (Taylor's Version),7,'Cause each time you reach out there's no reply,18,3,Red
I Almost Do (Taylor's Version),7,I bet,19,3,Red
I Almost Do (Taylor's Version),7,It never ever occurred to you,20,3,Red
